source,target,weight
Resistencia a otro único tipo de antibiótico especificado,Trastornos delirantes,2
Resistencia a antibióticos beta lactámicos no especificados,Hipertensión esencial (primaria),1
Resistencia a quinolonas y fluoroquinolonas,Hipertensión esencial (primaria),1
Resistencia a otro único tipo de antibiótico especificado,Hipertensión esencial (primaria),1
Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas bajo otro concepto,"Bloqueo auriculoventricular, primer grado",1
Carencia de otras vitaminas del grupo B especificadas,"Bloqueo auriculoventricular, primer grado",1
"Demencia no especificada, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad","Bloqueo auriculoventricular, primer grado",1
Hipertensión esencial (primaria),"Bloqueo auriculoventricular, primer grado",1
"Infección de tracto urinario, localización no especificada","Bloqueo auriculoventricular, primer grado",1
Síncope y colapso,"Bloqueo auriculoventricular, primer grado",1
Resistencia a antibióticos beta lactámicos no especificados,"Bloqueo auriculoventricular, primer grado",1
Resistencia a penicilinas,"Bloqueo auriculoventricular, primer grado",1
Resistencia a quinolonas y fluoroquinolonas,"Bloqueo auriculoventricular, primer grado",1
Resistencia a otro único tipo de antibiótico especificado,"Bloqueo auriculoventricular, primer grado",1
"Bloqueo auriculoventricular, primer grado",Otros trastornos respiratorios especificados,1
Resistencia a antibióticos beta lactámicos no especificados,Otros trastornos respiratorios especificados,1
Resistencia a quinolonas y fluoroquinolonas,Otros trastornos respiratorios especificados,1
Resistencia a otro único tipo de antibiótico especificado,Otros trastornos respiratorios especificados,1
Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas bajo otro concepto,Hernia diafragmática sin obstrucción ni gangrena,2
Carencia de otras vitaminas del grupo B especificadas,Hernia diafragmática sin obstrucción ni gangrena,2
"Bloqueo auriculoventricular, primer grado",Hernia diafragmática sin obstrucción ni gangrena,1
Resistencia a antibióticos beta lactámicos no especificados,Hernia diafragmática sin obstrucción ni gangrena,1
Resistencia a quinolonas y fluoroquinolonas,Hernia diafragmática sin obstrucción ni gangrena,1
Resistencia a otro único tipo de antibiótico especificado,Hernia diafragmática sin obstrucción ni gangrena,1
"Infección de tracto urinario, localización no especificada",Resistencia a antibióticos beta lactámicos no especificados,1
Síncope y colapso,Resistencia a antibióticos beta lactámicos no especificados,1
Síncope y colapso,Resistencia a penicilinas,1
Resistencia a antibióticos beta lactámicos no especificados,Resistencia a penicilinas,1
"Infección de tracto urinario, localización no especificada",Resistencia a quinolonas y fluoroquinolonas,1
Síncope y colapso,Resistencia a quinolonas y fluoroquinolonas,1
Resistencia a antibióticos beta lactámicos no especificados,Resistencia a quinolonas y fluoroquinolonas,1
Resistencia a penicilinas,Resistencia a quinolonas y fluoroquinolonas,1
Síncope y colapso,Resistencia a otro único tipo de antibiótico especificado,1
Resistencia a antibióticos beta lactámicos no especificados,Resistencia a otro único tipo de antibiótico especificado,1
Resistencia a penicilinas,Resistencia a otro único tipo de antibiótico especificado,1
Resistencia a quinolonas y fluoroquinolonas,Resistencia a otro único tipo de antibiótico especificado,1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,"Neoplasia maligna de colon, no especificada",1
Uso prolongado (actual) de aspirina,"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",2
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Trastorno adaptativo con estado de ánimo depresivo,1
"Esquizofrenia, no especificada",Trastorno adaptativo con estado de ánimo depresivo,1
Problemas relacionados con la vida en una institución residencial,Trastorno adaptativo con estado de ánimo depresivo,1
Uso prolongado (actual) de aspirina,Trastorno adaptativo con estado de ánimo depresivo,1
Esquizofrenia,Trastorno adaptativo con estado de ánimo depresivo,1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad","Trastorno disociativo y de conversión, no especificado",1
"Esquizofrenia, no especificada","Trastorno disociativo y de conversión, no especificado",1
Trastorno adaptativo con estado de ánimo depresivo,"Trastorno disociativo y de conversión, no especificado",1
Problemas relacionados con la vida en una institución residencial,"Trastorno disociativo y de conversión, no especificado",1
Uso prolongado (actual) de aspirina,"Trastorno disociativo y de conversión, no especificado",1
Esquizofrenia,"Trastorno disociativo y de conversión, no especificado",1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Trastorno de personalidad histriónica,1
"Esquizofrenia, no especificada",Trastorno de personalidad histriónica,1
Trastorno adaptativo con estado de ánimo depresivo,Trastorno de personalidad histriónica,1
Uso prolongado (actual) de aspirina,Trastorno de personalidad histriónica,1
Esquizofrenia,Trastorno de personalidad histriónica,2
Trastorno adaptativo con estado de ánimo depresivo,"Enfermedad de Alzheimer, no especificada",1
"Trastorno disociativo y de conversión, no especificado","Enfermedad de Alzheimer, no especificada",1
Trastorno de personalidad histriónica,"Enfermedad de Alzheimer, no especificada",1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Fibrosis pulmonar idiopática,1
Trastorno adaptativo con estado de ánimo depresivo,Fibrosis pulmonar idiopática,1
"Trastorno disociativo y de conversión, no especificado",Fibrosis pulmonar idiopática,1
Trastorno de personalidad histriónica,Fibrosis pulmonar idiopática,1
"Enfermedad de Alzheimer, no especificada",Fibrosis pulmonar idiopática,1
Problemas relacionados con la vida en una institución residencial,Fibrosis pulmonar idiopática,1
Uso prolongado (actual) de aspirina,Fibrosis pulmonar idiopática,1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad","Enfermedad intersticial pulmonar, no especificada",1
"Esquizofrenia, no especificada","Enfermedad intersticial pulmonar, no especificada",1
Trastorno adaptativo con estado de ánimo depresivo,"Enfermedad intersticial pulmonar, no especificada",1
"Trastorno disociativo y de conversión, no especificado","Enfermedad intersticial pulmonar, no especificada",1
Trastorno de personalidad histriónica,"Enfermedad intersticial pulmonar, no especificada",1
"Enfermedad de Alzheimer, no especificada","Enfermedad intersticial pulmonar, no especificada",1
Fibrosis pulmonar idiopática,"Enfermedad intersticial pulmonar, no especificada",1
Problemas relacionados con la vida en una institución residencial,"Enfermedad intersticial pulmonar, no especificada",1
Uso prolongado (actual) de aspirina,"Enfermedad intersticial pulmonar, no especificada",1
Esquizofrenia,"Enfermedad intersticial pulmonar, no especificada",1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Insuficiencia respiratoria aguda con hipoxia,1
Trastorno adaptativo con estado de ánimo depresivo,Insuficiencia respiratoria aguda con hipoxia,1
"Trastorno disociativo y de conversión, no especificado",Insuficiencia respiratoria aguda con hipoxia,1
Trastorno de personalidad histriónica,Insuficiencia respiratoria aguda con hipoxia,1
"Enfermedad de Alzheimer, no especificada",Insuficiencia respiratoria aguda con hipoxia,1
Fibrosis pulmonar idiopática,Insuficiencia respiratoria aguda con hipoxia,1
"Enfermedad intersticial pulmonar, no especificada",Insuficiencia respiratoria aguda con hipoxia,1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",Insuficiencia respiratoria aguda con hipercapnia,1
Trastorno adaptativo con estado de ánimo depresivo,Insuficiencia respiratoria aguda con hipercapnia,1
"Trastorno disociativo y de conversión, no especificado",Insuficiencia respiratoria aguda con hipercapnia,1
Trastorno de personalidad histriónica,Insuficiencia respiratoria aguda con hipercapnia,1
"Enfermedad de Alzheimer, no especificada",Insuficiencia respiratoria aguda con hipercapnia,1
Fibrosis pulmonar idiopática,Insuficiencia respiratoria aguda con hipercapnia,1
"Enfermedad intersticial pulmonar, no especificada",Insuficiencia respiratoria aguda con hipercapnia,1
Trastorno adaptativo con estado de ánimo depresivo,Otros trastornos respiratorios especificados,1
"Trastorno disociativo y de conversión, no especificado",Otros trastornos respiratorios especificados,1
Trastorno de personalidad histriónica,Otros trastornos respiratorios especificados,1
"Enfermedad intersticial pulmonar, no especificada",Otros trastornos respiratorios especificados,1
Rabdomiolisis,Malnutrición calórico-proteica grave no especificada,1
Malnutrición calórico-proteica grave no especificada,"Epilepsia, no especificada, no intratable, sin estado de mal epiléptico",1
"Fallo renal agudo, no especificado","Epilepsia, no especificada, no intratable, sin estado de mal epiléptico",2
Malnutrición calórico-proteica grave no especificada,Otros trastornos respiratorios especificados,1
Rabdomiolisis,Otros trastornos respiratorios especificados,1
Malnutrición calórico-proteica grave no especificada,Esquizofrenia,2
Neoplasia maligna secundaria de glándula suprarrenal no especificada,"Neoplasia maligna de lóbulo superior, bronquio y pulmón no especificados",1
Hipertensión esencial (primaria),"Neoplasia maligna de lóbulo superior, bronquio y pulmón no especificados",1
Hemoptisis,Neoplasia maligna secundaria de glándula suprarrenal no especificada,1
Hemoptisis,Diabetes mellitus tipo 2 sin complicaciones,1
Neoplasia maligna secundaria de glándula suprarrenal no especificada,Hipertensión esencial (primaria),1
Hemoptisis,Hipertensión esencial (primaria),1
Neoplasia maligna secundaria de glándula suprarrenal no especificada,"Enfermedad pulmonar obstructiva crónica, no especificada",1
Hemoptisis,"Enfermedad pulmonar obstructiva crónica, no especificada",1
Trastornos delirantes,"Trastorno obsesivo-compulsivo, no especificado",2
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial","Trastorno obsesivo-compulsivo, no especificado",1
"Caída no especificada, contacto inicial","Trastorno obsesivo-compulsivo, no especificado",1
"Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad","Trastorno obsesivo-compulsivo, no especificado",1
Historia familiar de otros trastornos mentales y del comportamiento,"Trastorno obsesivo-compulsivo, no especificado",1
"Trastorno obsesivo-compulsivo, no especificado",Trastorno de personalidad paranoide,1
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial",Trastorno de personalidad paranoide,1
"Caída no especificada, contacto inicial",Trastorno de personalidad paranoide,1
"Trastorno obsesivo-compulsivo, no especificado","Trastorno de personalidad, no especificado",1
Trastorno de personalidad paranoide,"Trastorno de personalidad, no especificado",1
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial","Trastorno de personalidad, no especificado",1
"Caída no especificada, contacto inicial","Trastorno de personalidad, no especificado",1
Trastornos delirantes,"Urticaria, no especificada",2
"Trastorno obsesivo-compulsivo, no especificado","Urticaria, no especificada",1
Trastorno de personalidad paranoide,"Urticaria, no especificada",1
"Trastorno de personalidad, no especificado","Urticaria, no especificada",1
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial","Urticaria, no especificada",1
"Caída no especificada, contacto inicial","Urticaria, no especificada",1
"Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad","Urticaria, no especificada",1
Historia familiar de otros trastornos mentales y del comportamiento,"Urticaria, no especificada",1
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial","Caída no especificada, contacto inicial",1
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial","Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad",1
"Caída no especificada, contacto inicial","Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad",1
"Efecto adverso de otros parasimpaticolíticos [anticolinérgicos y antimuscarínicos] y espasmolíticos, contacto inicial",Historia familiar de otros trastornos mentales y del comportamiento,1
"Caída no especificada, contacto inicial",Historia familiar de otros trastornos mentales y del comportamiento,1
"Dependencia de alcohol, en remisión","Trastorno esquizoafectivo, no especificado",1
"Dependencia de alcohol, en remisión",Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,4
"Dependencia de alcohol, en remisión",Trastorno esquizoide de personalidad,1
"Trastorno esquizoafectivo, no especificado",Trastorno esquizoide de personalidad,1
Trastornos esquizoafectivos,Trastorno esquizoide de personalidad,1
Trastorno esquizoide de personalidad,Otros tipos de trastornos específicos de personalidad,1
"Trastorno esquizoafectivo, no especificado","Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico",1
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,"Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico",2
Trastorno esquizoide de personalidad,"Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico",1
Otros tipos de trastornos específicos de personalidad,"Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico",1
Ausencia adquirida de otras partes especificadas del tracto digestivo,"Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico",1
Trastornos esquizoafectivos,"Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico",1
"Dependencia de alcohol, en remisión","Enfermedad hepática alcohólica, no especificada",1
"Trastorno esquizoafectivo, no especificado","Enfermedad hepática alcohólica, no especificada",1
Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,"Enfermedad hepática alcohólica, no especificada",2
Trastorno esquizoide de personalidad,"Enfermedad hepática alcohólica, no especificada",1
Otros tipos de trastornos específicos de personalidad,"Enfermedad hepática alcohólica, no especificada",1
"Epilepsia y otros síndromes epilépticos generalizados, no intratables, sin estado de mal epiléptico","Enfermedad hepática alcohólica, no especificada",1
Ausencia adquirida de otras partes especificadas del tracto digestivo,"Enfermedad hepática alcohólica, no especificada",1
Trastornos esquizoafectivos,"Enfermedad hepática alcohólica, no especificada",1
"Dependencia de alcohol, en remisión",Trastornos esquizoafectivos,1
Estado angioplastia vascular periférico con implantes e injertos,Diabetes mellitus tipo 2 sin complicaciones,1
Uso prolongado (actual) de antitrombóticos / antiplaquetarios,"Hiperlipidemia, no especificada",1
Estado angioplastia vascular periférico con implantes e injertos,"Hiperlipidemia, no especificada",1
Consumo de tabaco,Trastornos delirantes,2
"Presencia de angioplastia, injertos y prótesis coronarios",Trastornos delirantes,2
Estado angioplastia vascular periférico con implantes e injertos,Trastornos delirantes,2
"Enfermedad renal crónica, estadio 4 (grave)",Infarto de miocardio antiguo,1
Consumo de tabaco,Infarto de miocardio antiguo,1
Estado angioplastia vascular periférico con implantes e injertos,Infarto de miocardio antiguo,1
"Hiperlipidemia, no especificada",Miocardiopatía dilatada,1
Infarto de miocardio antiguo,Miocardiopatía dilatada,1
"Enfermedad renal crónica, estadio 4 (grave)",Miocardiopatía dilatada,1
Consumo de tabaco,Miocardiopatía dilatada,1
Uso prolongado (actual) de antitrombóticos / antiplaquetarios,Miocardiopatía dilatada,1
"Presencia de angioplastia, injertos y prótesis coronarios",Miocardiopatía dilatada,1
Estado angioplastia vascular periférico con implantes e injertos,Miocardiopatía dilatada,1
Miocardiopatía dilatada,Fibrilación auricular no especificada,1
"Enfermedad renal crónica, estadio 4 (grave)",Fibrilación auricular no especificada,1
Estado angioplastia vascular periférico con implantes e injertos,Fibrilación auricular no especificada,1
Trastornos delirantes,"Insuficiencia ventricular izquierda, no especificada",2
Miocardiopatía dilatada,"Insuficiencia ventricular izquierda, no especificada",1
"Enfermedad renal crónica, estadio 4 (grave)","Insuficiencia ventricular izquierda, no especificada",1
Consumo de tabaco,"Insuficiencia ventricular izquierda, no especificada",1
Uso prolongado (actual) de antitrombóticos / antiplaquetarios,"Insuficiencia ventricular izquierda, no especificada",2
"Presencia de angioplastia, injertos y prótesis coronarios","Insuficiencia ventricular izquierda, no especificada",1
Estado angioplastia vascular periférico con implantes e injertos,"Insuficiencia ventricular izquierda, no especificada",1
"Enfermedad renal crónica, estadio 4 (grave)",Uso prolongado (actual) de antitrombóticos / antiplaquetarios,1
Consumo de tabaco,Uso prolongado (actual) de antitrombóticos / antiplaquetarios,1
"Enfermedad renal crónica, estadio 4 (grave)","Presencia de angioplastia, injertos y prótesis coronarios",1
Consumo de tabaco,"Presencia de angioplastia, injertos y prótesis coronarios",1
"Enfermedad renal crónica, estadio 4 (grave)",Estado angioplastia vascular periférico con implantes e injertos,1
Uso prolongado (actual) de antitrombóticos / antiplaquetarios,Estado angioplastia vascular periférico con implantes e injertos,1
"Presencia de angioplastia, injertos y prótesis coronarios",Estado angioplastia vascular periférico con implantes e injertos,1
Insuficiencia renal no especificada,Hiposmolaridad e hiponatremia,1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,Hiposmolaridad e hiponatremia,1
Uso prolongado (actual) de esteroides sistémicos,Hiposmolaridad e hiponatremia,1
Dependencia de oxígeno suplementario,Hiposmolaridad e hiponatremia,1
Hiposmolaridad e hiponatremia,"Neumonía lobar, microorganismo no especificado",1
Insuficiencia renal no especificada,"Neumonía lobar, microorganismo no especificado",1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,"Neumonía lobar, microorganismo no especificado",1
Uso prolongado (actual) de esteroides sistémicos,"Neumonía lobar, microorganismo no especificado",1
Dependencia de oxígeno suplementario,"Neumonía lobar, microorganismo no especificado",2
Hiposmolaridad e hiponatremia,Neumoconiosis no especificada,1
"Neumonía lobar, microorganismo no especificado",Neumoconiosis no especificada,1
Insuficiencia renal no especificada,Neumoconiosis no especificada,1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,Neumoconiosis no especificada,1
Uso prolongado (actual) de esteroides sistémicos,Neumoconiosis no especificada,1
Hiposmolaridad e hiponatremia,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
"Esquizofrenia, no especificada",Otros tipos de enfermedades pulmonares intersticiales especificadas,1
"Neumonía lobar, microorganismo no especificado",Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Neumoconiosis no especificada,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Insuficiencia renal no especificada,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Problemas relacionados con la vida en una institución residencial,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Uso prolongado (actual) de esteroides sistémicos,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Dependencia de oxígeno suplementario,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Esquizofrenia,Otros tipos de enfermedades pulmonares intersticiales especificadas,1
Hiposmolaridad e hiponatremia,Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,1
"Neumonía lobar, microorganismo no especificado",Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,2
Neumoconiosis no especificada,Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,1
Otros tipos de enfermedades pulmonares intersticiales especificadas,Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,2
Insuficiencia renal no especificada,Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,1
Hiposmolaridad e hiponatremia,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",2
Neumoconiosis no especificada,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",1
Otros tipos de enfermedades pulmonares intersticiales especificadas,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",1
Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",1
Insuficiencia renal no especificada,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",1
Uso prolongado (actual) de esteroides sistémicos,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",1
Dependencia de oxígeno suplementario,"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",1
Hiposmolaridad e hiponatremia,Gastritis crónica no especificada sin hemorragia,1
"Esquizofrenia, no especificada",Gastritis crónica no especificada sin hemorragia,1
"Neumonía lobar, microorganismo no especificado",Gastritis crónica no especificada sin hemorragia,1
Neumoconiosis no especificada,Gastritis crónica no especificada sin hemorragia,1
Otros tipos de enfermedades pulmonares intersticiales especificadas,Gastritis crónica no especificada sin hemorragia,1
Insuficiencia respiratoria aguda y crónica no especificada si con hipoxia o con hipercapnia,Gastritis crónica no especificada sin hemorragia,1
"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia",Gastritis crónica no especificada sin hemorragia,1
Insuficiencia renal no especificada,Gastritis crónica no especificada sin hemorragia,1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,Gastritis crónica no especificada sin hemorragia,1
Uso prolongado (actual) de esteroides sistémicos,Gastritis crónica no especificada sin hemorragia,1
Dependencia de oxígeno suplementario,Gastritis crónica no especificada sin hemorragia,1
Hiposmolaridad e hiponatremia,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
"Neumonía lobar, microorganismo no especificado","Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
Neumoconiosis no especificada,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
"Insuficiencia respiratoria no especificada, sin especificar si con hipoxia o con hipercapnia","Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
Gastritis crónica no especificada sin hemorragia,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
Insuficiencia renal no especificada,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
Uso prolongado (actual) de esteroides sistémicos,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia",1
Insuficiencia renal no especificada,Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,1
Insuficiencia renal no especificada,Uso prolongado (actual) de esteroides sistémicos,1
Hiperplasia prostática benigna sin síntomas de tracto urinario inferior,Uso prolongado (actual) de esteroides sistémicos,1
Insuficiencia renal no especificada,Dependencia de oxígeno suplementario,1
Rabdomiolisis,Esquizofrenia residual,1
Uso prolongado (actual) de medicamentos hipoglucemiantes orales,Esquizofrenia residual,1
Rabdomiolisis,Enfermedad pulmonar obstructiva crónica con exacerbación (aguda),1
Rabdomiolisis,"Contacto para reconocimiento médico psiquiátrico general, solicitado por la autoridad",1
Rabdomiolisis,Problemas relacionados con la vida en una institución residencial,1
Rabdomiolisis,Uso prolongado (actual) de medicamentos hipoglucemiantes orales,1
"Quemadura de grado no especificado de cabeza, cara y cuello de localización no especificada, secuela","Esquizofrenia, no especificada",1
"Quemadura de grado no especificado de mano no especificada de localización no especificada, secuela","Esquizofrenia, no especificada",1
"Esquizofrenia, no especificada","Úlcera crónica no debida a presión en nalga, de gravedad no especificada",1
"Quemadura de grado no especificado de cabeza, cara y cuello de localización no especificada, secuela","Úlcera crónica no debida a presión en nalga, de gravedad no especificada",1
"Quemadura de grado no especificado de mano no especificada de localización no especificada, secuela","Úlcera crónica no debida a presión en nalga, de gravedad no especificada",1
Otros tipos de esquizofrenia,"Úlcera crónica no debida a presión en nalga, de gravedad no especificada",1
"Quemadura de grado no especificado de cabeza, cara y cuello de localización no especificada, secuela","Quemadura de grado no especificado de mano no especificada de localización no especificada, secuela",1
"Quemadura de grado no especificado de mano no especificada de localización no especificada, secuela",Otros tipos de esquizofrenia,1
Hipoxemia,Anemia poshemorrágica aguda,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Anemia poshemorrágica aguda,1
"Ausencia adquirida de ambos, de cuello uterino y de útero",Anemia poshemorrágica aguda,1
Anemia poshemorrágica aguda,Delirio debido a afección fisiológica conocida,1
Hipoxemia,Delirio debido a afección fisiológica conocida,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Delirio debido a afección fisiológica conocida,1
"Ausencia adquirida de ambos, de cuello uterino y de útero",Delirio debido a afección fisiológica conocida,1
Anemia poshemorrágica aguda,Trastornos delirantes,4
Hipoxemia,Trastornos delirantes,2
Hipoxemia,Hipertensión esencial (primaria),3
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Hipertensión esencial (primaria),1
Delirio debido a afección fisiológica conocida,Insuficiencia (de la válvula) mitral no reumática,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Insuficiencia (de la válvula) mitral no reumática,1
"Ausencia adquirida de ambos, de cuello uterino y de útero",Insuficiencia (de la válvula) mitral no reumática,1
Anemia poshemorrágica aguda,Otras arritmias cardiacas especificadas,1
Delirio debido a afección fisiológica conocida,Otras arritmias cardiacas especificadas,2
Hipertensión esencial (primaria),Otras arritmias cardiacas especificadas,1
Hipoxemia,Otras arritmias cardiacas especificadas,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Otras arritmias cardiacas especificadas,1
Anemia poshemorrágica aguda,Aterosclerosis de aorta,1
Delirio debido a afección fisiológica conocida,Aterosclerosis de aorta,1
Trastornos delirantes,Aterosclerosis de aorta,2
Hipertensión esencial (primaria),Aterosclerosis de aorta,1
Insuficiencia (de la válvula) mitral no reumática,Aterosclerosis de aorta,1
Otras arritmias cardiacas especificadas,Aterosclerosis de aorta,1
Hipoxemia,Aterosclerosis de aorta,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Aterosclerosis de aorta,1
"Ausencia adquirida de ambos, de cuello uterino y de útero",Aterosclerosis de aorta,1
Insuficiencia (de la válvula) mitral no reumática,Hernia diafragmática sin obstrucción ni gangrena,1
Aterosclerosis de aorta,Hernia diafragmática sin obstrucción ni gangrena,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Hernia diafragmática sin obstrucción ni gangrena,1
Delirio debido a afección fisiológica conocida,Síndrome de intestino irritable sin diarrea,1
Hipertensión esencial (primaria),Síndrome de intestino irritable sin diarrea,2
Otras arritmias cardiacas especificadas,Síndrome de intestino irritable sin diarrea,1
Aterosclerosis de aorta,Síndrome de intestino irritable sin diarrea,1
"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",Síndrome de intestino irritable sin diarrea,1
"Ausencia adquirida de ambos, de cuello uterino y de útero",Síndrome de intestino irritable sin diarrea,1
Hipoxemia,"Otra fractura de cabeza y cuello de fémur no especificado, contacto inicial por fractura cerrada",1
Hipoxemia,"Ausencia adquirida de ambos, de cuello uterino y de útero",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada","Sepsis, microorganismo no especificado",1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial","Sepsis, microorganismo no especificado",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada","Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",1
"Otro cuerpo extraño en vías respiratorias, parte no especificada, que produce otras lesiones, contacto inicial","Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad",1
"Sepsis, microorganismo no especificado","Dependencia de alcohol, en remisión",1
"Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad","Dependencia de alcohol, en remisión",1
"Fractura no especificada de extremo superior de húmero derecho, contacto inicial por fractura cerrada","Dependencia de alcohol, en remisión",1
