source,target,weight
Historia personal de dependencia a nicotina,Insuficiencia hepática aguda y subaguda sin coma,1
Estado de trasplante de hígado,Insuficiencia hepática aguda y subaguda sin coma,1
Esquizofrenia,Insuficiencia hepática aguda y subaguda sin coma,2
Otros tipos de esquizofrenia,Insuficiencia hepática aguda y subaguda sin coma,1
Hepatitis vírica crónica tipo C,"Insuficiencia hepática, no especificada, sin coma",1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,"Insuficiencia hepática, no especificada, sin coma",1
Trombocitopenia no especificada,"Insuficiencia hepática, no especificada, sin coma",1
Hiperesplenismo,"Insuficiencia hepática, no especificada, sin coma",1
"Hiperlipidemia, no especificada","Insuficiencia hepática, no especificada, sin coma",1
Delirio debido a afección fisiológica conocida,"Insuficiencia hepática, no especificada, sin coma",1
"Dependencia de otra sustancia psicoactiva, en remisión","Insuficiencia hepática, no especificada, sin coma",1
Esquizofrenia paranoide,"Insuficiencia hepática, no especificada, sin coma",2
"Esquizofrenia, no especificada","Insuficiencia hepática, no especificada, sin coma",1
Hipertensión esencial (primaria),"Insuficiencia hepática, no especificada, sin coma",1
"Neumonía, microorganismo no especificado","Insuficiencia hepática, no especificada, sin coma",1
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada","Insuficiencia hepática, no especificada, sin coma",1
Peritonitis bacteriana espontánea,"Insuficiencia hepática, no especificada, sin coma",1
Insuficiencia hepática aguda y subaguda sin coma,"Insuficiencia hepática, no especificada, sin coma",1
"Infección de tracto urinario, localización no especificada","Insuficiencia hepática, no especificada, sin coma",1
Otros tipos de ascitis,"Insuficiencia hepática, no especificada, sin coma",2
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo","Insuficiencia hepática, no especificada, sin coma",1
Complicación no especificada de trasplante de hígado,"Insuficiencia hepática, no especificada, sin coma",1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Insuficiencia hepática, no especificada, sin coma",1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento","Insuficiencia hepática, no especificada, sin coma",1
Historia personal de dependencia a nicotina,"Insuficiencia hepática, no especificada, sin coma",1
Estado de trasplante de hígado,"Insuficiencia hepática, no especificada, sin coma",1
Esquizofrenia,"Insuficiencia hepática, no especificada, sin coma",1
Otros tipos de esquizofrenia,"Insuficiencia hepática, no especificada, sin coma",2
Hepatitis vírica crónica tipo C,Congestión pasiva crónica de hígado,1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Congestión pasiva crónica de hígado,1
Trombocitopenia no especificada,Congestión pasiva crónica de hígado,1
Hiperesplenismo,Congestión pasiva crónica de hígado,1
"Hiperlipidemia, no especificada",Congestión pasiva crónica de hígado,1
Delirio debido a afección fisiológica conocida,Congestión pasiva crónica de hígado,1
"Dependencia de otra sustancia psicoactiva, en remisión",Congestión pasiva crónica de hígado,1
"Esquizofrenia, no especificada",Congestión pasiva crónica de hígado,1
"Neumonía, microorganismo no especificado",Congestión pasiva crónica de hígado,1
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",Congestión pasiva crónica de hígado,1
Peritonitis bacteriana espontánea,Congestión pasiva crónica de hígado,1
Insuficiencia hepática aguda y subaguda sin coma,Congestión pasiva crónica de hígado,1
"Insuficiencia hepática, no especificada, sin coma",Congestión pasiva crónica de hígado,1
"Infección de tracto urinario, localización no especificada",Congestión pasiva crónica de hígado,1
Otros tipos de ascitis,Congestión pasiva crónica de hígado,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Congestión pasiva crónica de hígado,1
Complicación no especificada de trasplante de hígado,Congestión pasiva crónica de hígado,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Congestión pasiva crónica de hígado,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Congestión pasiva crónica de hígado,1
Historia personal de dependencia a nicotina,Congestión pasiva crónica de hígado,1
Estado de trasplante de hígado,Congestión pasiva crónica de hígado,1
Hepatitis vírica crónica tipo C,Cálculo de vesícula biliar sin colecistitis sin obstrucción,3
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Trombocitopenia no especificada,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Hiperesplenismo,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
"Hiperlipidemia, no especificada",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Delirio debido a afección fisiológica conocida,Cálculo de vesícula biliar sin colecistitis sin obstrucción,4
"Dependencia de otra sustancia psicoactiva, en remisión",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Hipertensión esencial (primaria),Cálculo de vesícula biliar sin colecistitis sin obstrucción,4
"Neumonía, microorganismo no especificado",Cálculo de vesícula biliar sin colecistitis sin obstrucción,8
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Peritonitis bacteriana espontánea,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Insuficiencia hepática aguda y subaguda sin coma,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
"Insuficiencia hepática, no especificada, sin coma",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Congestión pasiva crónica de hígado,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Otros tipos de ascitis,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Complicación no especificada de trasplante de hígado,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Estado de trasplante de hígado,Cálculo de vesícula biliar sin colecistitis sin obstrucción,1
Hepatitis vírica crónica tipo C,Colangitis,2
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Colangitis,1
Trombocitopenia no especificada,Colangitis,1
Hiperesplenismo,Colangitis,1
"Hiperlipidemia, no especificada",Colangitis,1
Delirio debido a afección fisiológica conocida,Colangitis,1
"Dependencia de otra sustancia psicoactiva, en remisión",Colangitis,1
Esquizofrenia paranoide,Colangitis,4
"Esquizofrenia, no especificada",Colangitis,2
Hipertensión esencial (primaria),Colangitis,1
"Neumonía, microorganismo no especificado",Colangitis,1
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",Colangitis,1
Peritonitis bacteriana espontánea,Colangitis,1
Insuficiencia hepática aguda y subaguda sin coma,Colangitis,1
"Insuficiencia hepática, no especificada, sin coma",Colangitis,1
Congestión pasiva crónica de hígado,Colangitis,1
Cálculo de vesícula biliar sin colecistitis sin obstrucción,Colangitis,1
"Infección de tracto urinario, localización no especificada",Colangitis,1
Otros tipos de ascitis,Colangitis,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Colangitis,1
Complicación no especificada de trasplante de hígado,Colangitis,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Colangitis,1
"Otros procedimientos quirúrgicos como causa de reacción anormal del paciente o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Colangitis,1
Historia personal de dependencia a nicotina,Colangitis,1
Estado de trasplante de hígado,Colangitis,1
Esquizofrenia,Colangitis,1
Otros tipos de esquizofrenia,Colangitis,4
Hepatitis vírica crónica tipo C,Obstrucción de conducto biliar,1
Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,Obstrucción de conducto biliar,1
Trombocitopenia no especificada,Obstrucción de conducto biliar,1
Hiperesplenismo,Obstrucción de conducto biliar,1
"Hiperlipidemia, no especificada",Obstrucción de conducto biliar,1
Delirio debido a afección fisiológica conocida,Obstrucción de conducto biliar,1
"Dependencia de otra sustancia psicoactiva, en remisión",Obstrucción de conducto biliar,1
Esquizofrenia paranoide,Obstrucción de conducto biliar,1
Hipertensión esencial (primaria),Obstrucción de conducto biliar,1
"Neumonía, microorganismo no especificado",Obstrucción de conducto biliar,1
"Hernia inguinal unilateral, sin obstrucción ni gangrena, no especificada como recidivada",Obstrucción de conducto biliar,1
Peritonitis bacteriana espontánea,Obstrucción de conducto biliar,1
Insuficiencia hepática aguda y subaguda sin coma,Obstrucción de conducto biliar,1
"Insuficiencia hepática, no especificada, sin coma",Obstrucción de conducto biliar,1
Congestión pasiva crónica de hígado,Obstrucción de conducto biliar,1
Cálculo de vesícula biliar sin colecistitis sin obstrucción,Obstrucción de conducto biliar,1
Colangitis,Obstrucción de conducto biliar,1
"Infección de tracto urinario, localización no especificada",Obstrucción de conducto biliar,1
Otros tipos de ascitis,Obstrucción de conducto biliar,1
"Otra complicación mecánica de endoprótesis de conducto biliar, contacto sucesivo",Obstrucción de conducto biliar,1
Complicación no especificada de trasplante de hígado,Obstrucción de conducto biliar,1
"Cirugía con trasplante de órgano entero como causa de reacción anormal del paciente, o de complicación posterior, sin mención de evento adverso en el momento del procedimiento",Obstrucción de conducto biliar,1
