ICD9|ICD10
969.72|T43.623A
969.72|T43.624A
969.73|T43.631A
969.73|T43.632A
969.73|T43.633A
969.73|T43.634A
969.79|T43.691A
969.79|T43.692A
969.79|T43.693A
969.79|T43.694A
969.8|T43.8X1A
969.8|T43.8X2A
969.8|T43.8X3A
969.8|T43.8X4A
969.9|T43.91XA
969.9|T43.92XA
969.9|T43.93XA
969.9|T43.94XA
970.0|T50.7X1A
970.0|T50.7X2A
970.0|T50.7X3A
970.0|T50.7X4A
970.1|T50.7X1A
970.1|T50.7X2A
970.1|T50.7X3A
970.1|T50.7X4A
970.81|T40.5X1A
970.81|T40.5X2A
970.81|T40.5X3A
970.81|T40.5X4A
970.89|T50.991A
970.9|T50.991A
971.0|T44.0X1A
971.0|T44.0X2A
971.0|T44.0X3A
971.0|T44.0X4A
971.0|T44.1X1A
971.0|T44.1X2A
971.0|T44.1X3A
971.0|T44.1X4A
971.1|T44.3X1A
971.1|T44.3X2A
971.1|T44.3X3A
971.1|T44.3X4A
971.2|T44.4X1A
971.2|T44.4X2A
971.2|T44.4X3A
971.2|T44.4X4A
971.2|T44.5X1A
971.2|T44.5X2A
971.2|T44.5X3A
971.2|T44.5X4A
971.3|T44.6X1A
971.3|T44.6X2A
971.3|T44.6X3A
971.3|T44.6X4A
971.3|T44.7X1A
971.3|T44.7X2A
971.3|T44.7X3A
971.3|T44.7X4A
971.3|T44.8X1A
971.3|T44.8X2A
971.3|T44.8X3A
971.3|T44.8X4A
971.9|T44.901A
971.9|T44.902A
971.9|T44.903A
971.9|T44.904A
971.9|T44.991A
971.9|T44.992A
971.9|T44.993A
971.9|T44.994A
972.0|T46.2X1A
972.0|T46.2X2A
972.0|T46.2X3A
972.0|T46.2X4A
972.1|T46.0X1A
972.1|T46.0X2A
972.1|T46.0X3A
972.1|T46.0X4A
972.2|T46.6X1A
972.2|T46.6X2A
972.2|T46.6X3A
972.2|T46.6X4A
972.3|T44.2X1A
972.3|T44.2X2A
972.3|T44.2X3A
972.3|T44.2X4A
972.4|T46.3X1A
972.4|T46.3X2A
972.4|T46.3X3A
972.4|T46.3X4A
972.5|T46.7X1A
972.5|T46.7X2A
972.5|T46.7X3A
972.5|T46.7X4A
972.6|T46.4X1A
972.6|T46.4X2A
972.6|T46.4X3A
972.6|T46.4X4A
972.6|T46.5X1A
972.6|T46.5X2A
972.6|T46.5X3A
972.6|T46.5X4A
972.7|T46.8X1A
972.7|T46.8X2A
972.7|T46.8X3A
972.7|T46.8X4A
972.8|T46.991A
972.9|T46.1X1A
972.9|T46.1X2A
972.9|T46.1X3A
972.9|T46.1X4A
972.9|T46.901A
972.9|T46.902A
972.9|T46.903A
972.9|T46.904A
972.9|T46.991A
972.9|T46.992A
972.9|T46.993A
972.9|T46.994A
973.0|T47.0X1A
973.0|T47.0X2A
973.0|T47.0X3A
973.0|T47.0X4A
973.0|T47.1X1A
973.0|T47.1X2A
973.0|T47.1X3A
973.0|T47.1X4A
973.1|T47.2X1A
973.1|T47.2X2A
973.1|T47.2X3A
973.1|T47.2X4A
973.2|T47.3X1A
973.2|T47.3X2A
973.2|T47.3X3A
973.2|T47.3X4A
973.3|T47.4X1A
973.3|T47.4X2A
973.3|T47.4X3A
973.3|T47.4X4A
973.4|T47.5X1A
973.4|T47.5X2A
973.4|T47.5X3A
973.4|T47.5X4A
973.5|T47.6X1A
973.5|T47.6X2A
973.5|T47.6X3A
973.5|T47.6X4A
973.6|T47.7X1A
973.6|T47.7X2A
973.6|T47.7X3A
973.6|T47.7X4A
973.8|T47.8X1A
973.8|T47.8X2A
973.8|T47.8X3A
973.8|T47.8X4A
973.9|T47.91XA
973.9|T47.92XA
973.9|T47.93XA
973.9|T47.94XA
974.0|T50.2X1A
974.1|T50.2X1A
974.2|T50.2X1A
974.2|T50.2X2A
974.2|T50.2X3A
974.2|T50.2X4A
974.3|T50.2X1A
974.4|T50.1X1A
974.4|T50.1X2A
974.4|T50.1X3A
974.4|T50.1X4A
974.4|T50.2X1A
974.4|T50.2X3A
974.4|T50.2X4A
974.5|T50.3X1A
974.5|T50.3X2A
974.5|T50.3X3A
974.5|T50.3X4A
974.6|T50.3X1A
974.7|T50.4X1A
974.7|T50.4X2A
974.7|T50.4X3A
974.7|T50.4X4A
975.0|T48.0X1A
975.0|T48.0X2A
975.0|T48.0X3A
975.0|T48.0X4A
975.1|T48.201A
975.1|T48.291A
975.1|T48.294A
975.2|T48.1X1A
975.2|T48.1X2A
975.2|T48.1X3A
975.2|T48.1X4A
975.3|T48.201A
975.3|T48.202A
975.3|T48.203A
975.3|T48.204A
975.3|T48.291A
975.3|T48.292A
975.3|T48.293A
975.3|T48.294A
975.4|T48.3X1A
975.4|T48.3X2A
975.4|T48.3X3A
975.4|T48.3X4A
975.5|T48.4X1A
975.5|T48.4X2A
975.5|T48.4X3A
975.5|T48.4X4A
975.6|T48.5X1A
975.6|T48.5X2A
975.6|T48.5X3A
975.6|T48.5X4A
975.7|T48.6X1A
975.7|T48.6X2A
975.7|T48.6X3A
975.7|T48.6X4A
975.8|T41.5X1A
975.8|T41.5X2A
975.8|T41.5X3A
975.8|T41.5X4A
975.8|T48.901A
975.8|T48.902A
975.8|T48.903A
975.8|T48.904A
975.8|T48.991A
975.8|T48.992A
975.8|T48.993A
975.8|T48.994A
976.0|T49.0X1A
976.0|T49.0X2A
976.0|T49.0X3A
976.0|T49.0X4A
976.1|T49.1X1A
976.1|T49.1X2A
976.1|T49.1X3A
976.1|T49.1X4A
976.2|T49.2X1A
976.2|T49.2X2A
976.2|T49.2X3A
976.2|T49.2X4A
976.3|T49.3X1A
976.3|T49.3X2A
976.3|T49.3X3A
976.3|T49.3X4A
976.4|T49.4X1A
976.4|T49.4X2A
976.4|T49.4X3A
976.4|T49.4X4A
976.5|T49.5X1A
976.5|T49.5X2A
976.5|T49.5X3A
976.5|T49.5X4A
976.6|T49.6X1A
976.6|T49.6X2A
976.6|T49.6X3A
976.6|T49.6X4A
976.7|T49.7X1A
976.7|T49.7X2A
976.7|T49.7X3A
976.7|T49.7X4A
976.8|T49.8X1A
976.8|T49.8X2A
976.8|T49.8X3A
976.8|T49.8X4A
976.9|T49.91XA
976.9|T49.92XA
976.9|T49.93XA
976.9|T49.94XA
977.0|T50.5X1A
977.0|T50.5X2A
977.0|T50.5X3A
977.0|T50.5X4A
977.1|T50.991A
977.2|T50.6X1A
977.2|T50.6X2A
977.2|T50.6X3A
977.2|T50.6X4A
977.3|T50.991A
977.4|T50.991A
977.8|T50.8X1A
977.8|T50.8X2A
977.8|T50.8X3A
977.8|T50.8X4A
977.9|T50.901A
977.9|T50.902A
977.9|T50.903A
977.9|T50.904A
978.0|T50.A91A
978.1|T50.A92A
978.2|T50.A92A
978.3|T50.A92A
978.4|T50.A92A
978.5|T50.A92A
978.6|T50.A11A
978.6|T50.A12A
978.6|T50.A13A
978.6|T50.A14A
978.8|T50.A91A
978.8|T50.A92A
978.8|T50.A93A
978.8|T50.A94A
978.9|T50.A21A
978.9|T50.A22A
978.9|T50.A23A
978.9|T50.A24A
979.0|T50.B11A
979.0|T50.B12A
979.0|T50.B13A
979.0|T50.B14A
979.1|T50.B91A
979.2|T50.B91A
979.3|T50.B91A
979.4|T50.B91A
979.5|T50.B91A
979.6|T50.B91A
979.6|T50.B92A
979.6|T50.B93A
979.6|T50.B94A
979.7|T50.Z91A
979.9|T50.901A
979.9|T50.991A
979.9|T50.992A
979.9|T50.993A
979.9|T50.994A
979.9|T50.Z91A
979.9|T50.Z92A
979.9|T50.Z93A
979.9|T50.Z94A
980.0|T51.0X1A
980.0|T51.0X2A
980.0|T51.0X3A
980.0|T51.0X4A
980.1|T51.1X1A
980.1|T51.1X2A
980.1|T51.1X3A
980.1|T51.1X4A
980.2|T51.2X1A
980.2|T51.2X2A
980.2|T51.2X3A
980.2|T51.2X4A
980.3|T51.3X1A
980.3|T51.3X2A
980.3|T51.3X3A
980.3|T51.3X4A
980.8|T51.8X1A
980.8|T51.8X2A
980.8|T51.8X3A
980.8|T51.8X4A
980.9|T51.91XA
980.9|T51.92XA
980.9|T51.93XA
980.9|T51.94XA
981|T52.0X1A
981|T52.0X2A
981|T52.0X3A
981|T52.0X4A
982.0|T52.1X1A
982.0|T52.1X2A
982.0|T52.1X3A
982.0|T52.1X4A
982.0|T52.2X1A
982.0|T52.2X2A
982.0|T52.2X3A
982.0|T52.2X4A
982.0|T65.3X1A
982.0|T65.3X2A
982.0|T65.3X3A
982.0|T65.3X4A
982.1|T53.0X1A
982.1|T53.0X2A
982.1|T53.0X3A
982.1|T53.0X4A
982.2|T65.4X1A
982.2|T65.4X2A
982.2|T65.4X3A
982.2|T65.4X4A
982.3|T53.1X1A
982.3|T53.1X2A
982.3|T53.1X3A
982.3|T53.1X4A
982.3|T53.2X1A
982.3|T53.2X2A
982.3|T53.2X3A
982.3|T53.2X4A
982.3|T53.3X1A
982.3|T53.3X2A
982.3|T53.3X3A
982.3|T53.3X4A
982.3|T53.4X1A
982.3|T53.4X2A
982.3|T53.4X3A
982.3|T53.4X4A
982.3|T53.6X1A
982.3|T53.6X2A
982.3|T53.6X3A
982.3|T53.6X4A
982.3|T53.7X1A
982.3|T53.7X2A
982.3|T53.7X3A
982.3|T53.7X4A
982.3|T53.91XA
982.3|T53.92XA
982.3|T53.93XA
982.3|T53.94XA
982.4|T52.3X1A
982.4|T52.3X2A
982.4|T52.3X3A
982.4|T52.3X4A
982.8|T52.4X1A
982.8|T52.4X2A
982.8|T52.4X3A
982.8|T52.4X4A
982.8|T52.8X1A
982.8|T52.8X2A
982.8|T52.8X3A
982.8|T52.8X4A
982.8|T52.91XA
982.8|T52.92XA
982.8|T52.93XA
982.8|T52.94XA
983.0|T54.0X1A
983.0|T54.0X2A
983.0|T54.0X3A
983.0|T54.0X4A
983.1|T54.2X1A
983.1|T54.2X2A
983.1|T54.2X3A
983.1|T54.2X4A
983.2|T54.3X1A
983.2|T54.3X2A
983.2|T54.3X3A
983.2|T54.3X4A
983.9|T54.1X1A
983.9|T54.1X2A
983.9|T54.1X3A
983.9|T54.1X4A
983.9|T54.91XA
983.9|T54.92XA
983.9|T54.93XA
983.9|T54.94XA
983.9|T57.1X1A
983.9|T57.1X2A
983.9|T57.1X3A
983.9|T57.1X4A
984.0|T56.0X1A
984.0|T56.0X2A
984.0|T56.0X3A
984.0|T56.0X4A
984.1|T56.0X1A
984.1|T56.0X2A
984.1|T56.0X3A
984.1|T56.0X4A
984.8|T56.0X1A
984.8|T56.0X2A
984.8|T56.0X3A
984.8|T56.0X4A
984.9|M1A.10X1
984.9|T56.0X1A
984.9|T56.0X2A
984.9|T56.0X3A
984.9|T56.0X4A
985.0|T56.1X1A
985.0|T56.1X2A
985.0|T56.1X3A
985.0|T56.1X4A
985.1|T57.0X1A
985.1|T57.0X2A
985.1|T57.0X3A
985.1|T57.0X4A
985.2|T57.2X1A
985.2|T57.2X2A
985.2|T57.2X3A
985.2|T57.2X4A
985.3|T56.7X1A
985.3|T56.7X2A
985.3|T56.7X3A
985.3|T56.7X4A
985.4|T56.891A
985.5|T56.3X1A
985.5|T56.3X2A
985.5|T56.3X3A
985.5|T56.3X4A
985.6|T56.2X1A
985.6|T56.2X2A
985.6|T56.2X3A
985.6|T56.2X4A
985.8|T56.4X1A
985.8|T56.4X2A
985.8|T56.4X3A
985.8|T56.4X4A
985.8|T56.5X1A
985.8|T56.5X2A
985.8|T56.5X3A
985.8|T56.5X4A
985.8|T56.6X1A
985.8|T56.6X2A
985.8|T56.6X3A
985.8|T56.6X4A
985.8|T56.891A
985.8|T56.892A
985.8|T56.893A
985.8|T56.894A
985.9|T56.91XA
985.9|T56.92XA
985.9|T56.93XA
985.9|T56.94XA
986|T58.01XA
986|T58.02XA
986|T58.03XA
986|T58.04XA
986|T58.11XA
986|T58.12XA
986|T58.13XA
986|T58.14XA
986|T58.2X1A
986|T58.2X2A
986|T58.2X3A
986|T58.2X4A
986|T58.8X1A
986|T58.8X2A
986|T58.8X3A
986|T58.8X4A
986|T58.91XA
986|T58.92XA
986|T58.93XA
986|T58.94XA
987.0|T59.891A
987.1|T59.2X1A
987.1|T59.2X2A
987.1|T59.2X3A
987.1|T59.2X4A
987.2|T59.0X1A
987.2|T59.0X2A
987.2|T59.0X3A
987.2|T59.0X4A
987.3|T59.1X1A
987.3|T59.1X2A
987.3|T59.1X3A
987.3|T59.1X4A
987.4|T53.5X1A
987.4|T53.5X2A
987.4|T53.5X3A
987.4|T53.5X4A
987.5|T59.3X1A
987.5|T59.3X2A
987.5|T59.3X3A
987.5|T59.3X4A
987.6|T59.4X1A
987.6|T59.4X2A
987.6|T59.4X3A
987.6|T59.4X4A
987.7|T57.3X1A
987.7|T57.3X2A
987.7|T57.3X3A
987.7|T57.3X4A
987.8|T59.5X1A
987.8|T59.5X2A
987.8|T59.5X3A
987.8|T59.5X4A
987.8|T59.6X1A
987.8|T59.6X2A
987.8|T59.6X3A
987.8|T59.6X4A
987.8|T59.7X1A
987.8|T59.7X2A
987.8|T59.7X3A
987.8|T59.7X4A
987.8|T59.811A
987.8|T59.812A
987.8|T59.813A
987.8|T59.814A
987.8|T59.891A
987.8|T59.892A
987.8|T59.893A
987.8|T59.894A
987.9|T59.811A
987.9|T59.812A
987.9|T59.813A
987.9|T59.814A
987.9|T59.91XA
987.9|T59.92XA
987.9|T59.93XA
987.9|T59.94XA
988.0|T61.01XA
988.0|T61.02XA
988.0|T61.03XA
988.0|T61.04XA
988.0|T61.11XA
988.0|T61.12XA
988.0|T61.13XA
988.0|T61.14XA
988.0|T61.771A
988.0|T61.772A
988.0|T61.773A
988.0|T61.774A
988.0|T61.781A
988.0|T61.782A
988.0|T61.783A
988.0|T61.784A
988.0|T61.8X1A
988.0|T61.8X2A
988.0|T61.8X3A
988.0|T61.8X4A
988.0|T61.91XA
988.0|T61.92XA
988.0|T61.93XA
988.0|T61.94XA
988.1|T62.0X1A
988.1|T62.0X2A
988.1|T62.0X3A
988.1|T62.0X4A
988.2|T62.1X1A
988.2|T62.1X2A
988.2|T62.1X3A
988.2|T62.1X4A
988.2|T62.2X1A
988.2|T62.2X2A
988.2|T62.2X3A
988.2|T62.2X4A
988.8|T62.8X1A
988.8|T62.8X2A
988.8|T62.8X3A
988.8|T62.8X4A
988.9|T62.91XA
988.9|T62.92XA
988.9|T62.93XA
988.9|T62.94XA
989.0|T65.0X1A
989.0|T65.0X2A
989.0|T65.0X3A
989.0|T65.0X4A
989.1|T65.1X1A
989.1|T65.1X2A
989.1|T65.1X3A
989.1|T65.1X4A
989.2|T53.91XA
989.3|T60.0X1A
989.3|T60.0X2A
989.3|T60.0X3A
989.3|T60.0X4A
989.4|T60.1X1A
989.4|T60.1X2A
989.4|T60.1X3A
989.4|T60.1X4A
989.4|T60.2X1A
989.4|T60.2X2A
989.4|T60.2X3A
989.4|T60.2X4A
989.4|T60.4X1A
989.4|T60.4X2A
989.4|T60.4X3A
989.4|T60.4X4A
989.4|T60.8X1A
989.4|T60.8X2A
989.4|T60.8X3A
989.4|T60.8X4A
989.4|T60.91XA
989.4|T60.92XA
989.4|T60.93XA
989.4|T60.94XA
989.5|T63.001A
989.5|T63.002A
989.5|T63.003A
989.5|T63.004A
989.5|T63.011A
989.5|T63.012A
989.5|T63.013A
989.5|T63.014A
989.5|T63.021A
989.5|T63.022A
989.5|T63.023A
989.5|T63.024A
989.5|T63.031A
989.5|T63.032A
989.5|T63.033A
989.5|T63.034A
989.5|T63.041A
989.5|T63.042A
989.5|T63.043A
989.5|T63.044A
989.5|T63.061A
989.5|T63.062A
989.5|T63.063A
989.5|T63.064A
989.5|T63.071A
989.5|T63.072A
989.5|T63.073A
989.5|T63.074A
989.5|T63.081A
989.5|T63.082A
989.5|T63.083A
989.5|T63.084A
989.5|T63.091A
989.5|T63.092A
989.5|T63.093A
989.5|T63.094A
989.5|T63.111A
989.5|T63.112A
989.5|T63.113A
989.5|T63.114A
989.5|T63.121A
989.5|T63.122A
989.5|T63.123A
989.5|T63.124A
989.5|T63.191A
989.5|T63.192A
989.5|T63.193A
989.5|T63.194A
989.5|T63.2X1A
989.5|T63.2X2A
989.5|T63.2X3A
989.5|T63.2X4A
989.5|T63.301A
989.5|T63.302A
989.5|T63.303A
989.5|T63.304A
989.5|T63.311A
989.5|T63.312A
989.5|T63.313A
989.5|T63.314A
989.5|T63.321A
989.5|T63.322A
989.5|T63.323A
989.5|T63.324A
989.5|T63.331A
989.5|T63.332A
989.5|T63.333A
989.5|T63.334A
989.5|T63.391A
989.5|T63.392A
989.5|T63.393A
989.5|T63.394A
989.5|T63.411A
989.5|T63.412A
989.5|T63.413A
989.5|T63.414A
989.5|T63.421A
989.5|T63.422A
989.5|T63.423A
989.5|T63.424A
989.5|T63.431A
989.5|T63.432A
989.5|T63.433A
989.5|T63.434A
989.5|T63.441A
989.5|T63.442A
989.5|T63.443A
989.5|T63.444A
989.5|T63.451A
989.5|T63.452A
989.5|T63.453A
989.5|T63.454A
989.5|T63.461A
989.5|T63.462A
989.5|T63.463A
989.5|T63.464A
989.5|T63.481A
989.5|T63.482A
989.5|T63.483A
989.5|T63.484A
989.5|T63.511A
989.5|T63.512A
989.5|T63.513A
989.5|T63.514A
989.5|T63.591A
989.5|T63.592A
989.5|T63.593A
989.5|T63.594A
989.5|T63.611A
989.5|T63.612A
989.5|T63.613A
989.5|T63.614A
989.5|T63.621A
989.5|T63.622A
989.5|T63.623A
989.5|T63.624A
989.5|T63.631A
989.5|T63.632A
989.5|T63.633A
989.5|T63.634A
989.5|T63.691A
989.5|T63.692A
989.5|T63.693A
989.5|T63.694A
989.5|T63.711A
989.5|T63.712A
989.5|T63.713A
989.5|T63.714A
989.5|T63.791A
989.5|T63.792A
989.5|T63.793A
989.5|T63.794A
989.5|T63.811A
989.5|T63.812A
989.5|T63.813A
989.5|T63.814A
989.5|T63.821A
989.5|T63.822A
989.5|T63.823A
989.5|T63.824A
989.5|T63.831A
989.5|T63.832A
989.5|T63.833A
989.5|T63.834A
989.5|T63.891A
989.5|T63.892A
989.5|T63.893A
989.5|T63.894A
989.5|T63.91XA
989.5|T63.92XA
989.5|T63.93XA
989.5|T63.94XA
989.6|T55.0X1A
989.6|T55.0X2A
989.6|T55.0X3A
989.6|T55.0X4A
989.6|T55.1X1A
989.6|T55.1X2A
989.6|T55.1X3A
989.6|T55.1X4A
989.7|T64.01XA
989.7|T64.02XA
989.7|T64.03XA
989.7|T64.04XA
989.7|T64.81XA
989.7|T64.82XA
989.7|T64.83XA
989.7|T64.84XA
989.81|T65.894A
989.82|T65.811A
989.82|T65.812A
989.82|T65.813A
989.82|T65.814A
989.83|T65.894A
989.84|T65.211A
989.84|T65.212A
989.84|T65.213A
989.84|T65.214A
989.84|T65.221A
989.84|T65.222A
989.84|T65.223A
989.84|T65.224A
989.84|T65.291A
989.84|T65.292A
989.84|T65.293A
989.84|T65.294A
989.89|T57.8X1A
989.89|T57.8X2A
989.89|T57.8X3A
989.89|T60.3X1A
989.89|T60.3X2A
989.89|T60.3X3A
989.89|T60.3X4A
989.89|T65.5X1A
989.89|T65.5X2A
989.89|T65.5X3A
989.89|T65.5X4A
989.89|T65.6X1A
989.89|T65.6X2A
989.89|T65.6X3A
989.89|T65.6X4A
989.89|T65.821A
989.89|T65.822A
989.89|T65.823A
989.89|T65.824A
989.89|T65.831A
989.89|T65.832A
989.89|T65.833A
989.89|T65.834A
989.89|T65.891A
989.89|T65.892A
989.89|T65.893A
989.89|T65.894A
989.9|T57.91XA
989.9|T57.92XA
989.9|T57.93XA
989.9|T57.94XA
989.9|T65.91XA
989.9|T65.92XA
989.9|T65.93XA
989.9|T65.94XA
990|T66.XXXA
991.0|T33.09XA
991.0|T34.09XA
991.1|T33.529A
991.1|T34.529A
991.2|T33.829A
991.2|T33.839A
991.2|T34.829A
991.3|T33.90XA
991.3|T33.99XA
991.3|T34.90XA
991.3|T34.99XA
991.4|T69.029A
991.5|T69.1XXA
991.6|T68.XXXA
991.8|T69.8XXA
991.9|T69.9XXA
992.0|T67.0XXA
992.1|T67.1XXA
992.2|T67.2XXA
992.3|T67.3XXA
992.4|T67.4XXA
992.5|T67.5XXA
992.6|T67.6XXA
992.7|T67.7XXA
992.8|T67.8XXA
992.9|T67.9XXA
993.0|T70.0XXA
993.1|T70.1XXA
993.2|T70.20XA
993.2|T70.29XA
993.3|T70.3XXA
993.4|T70.4XXA
993.8|T70.8XXA
993.9|T70.9XXA
994.0|T75.00XA
994.0|T75.01XA
994.1|T75.1XXA
994.2|T73.0XXA
994.3|T73.1XXA
994.4|T73.2XXA
994.5|T73.3XXA
994.6|T75.3XXA
994.7|T71.111A
994.7|T71.112A
994.7|T71.113A
994.7|T71.114A
994.7|T71.121A
994.7|T71.122A
994.7|T71.123A
994.7|T71.124A
994.7|T71.131A
994.7|T71.132A
994.7|T71.133A
994.7|T71.134A
994.7|T71.141A
994.7|T71.143A
994.7|T71.144A
994.7|T71.151A
994.7|T71.152A
994.7|T71.153A
994.7|T71.154A
994.7|T71.161A
994.7|T71.162A
994.7|T71.163A
994.7|T71.164A
994.7|T71.191A
994.7|T71.192A
994.7|T71.193A
994.7|T71.194A
994.7|T71.20XA
994.7|T71.21XA
994.7|T71.221A
994.7|T71.222A
994.7|T71.223A
994.7|T71.224A
994.7|T71.231A
994.7|T71.232A
994.7|T71.233A
994.7|T71.234A
994.7|T71.29XA
994.7|T71.9XXA
994.8|T75.4XXA
994.9|T73.8XXA
994.9|T73.9XXA
994.9|T75.89XA
995.0|T78.2XXA
995.1|T78.3XXA
995.20|T50.905A
995.21|T78.41XA
995.22|T41.0X5A
995.22|T41.1X5A
995.22|T41.205A
995.22|T41.295A
995.22|T41.3X5A
995.22|T41.45XA
995.22|T88.59XA
995.23|T38.3X5A
995.24|T88.52XA
995.27|T50.995A
995.29|T36.0X5A
995.29|T36.1X5A
995.29|T36.2X5A
995.29|T36.3X5A
995.29|T36.4X5A
995.29|T36.5X5A
995.29|T36.6X5A
995.29|T36.7X5A
995.29|T36.8X5A
995.29|T36.95XA
995.29|T37.0X5A
995.29|T37.1X5A
995.29|T37.2X5A
995.29|T37.3X5A
995.29|T37.4X5A
995.29|T37.5X5A
995.29|T37.8X5A
995.29|T37.95XA
995.29|T38.0X5A
995.29|T38.1X5A
995.29|T38.2X5A
995.29|T38.4X5A
995.29|T38.5X5A
995.29|T38.6X5A
995.29|T38.7X5A
995.29|T38.805A
995.29|T38.815A
995.29|T38.895A
995.29|T38.905A
995.29|T38.995A
995.29|T39.015A
995.29|T39.095A
995.29|T39.1X5A
995.29|T39.2X5A
995.29|T39.315A
995.29|T39.395A
995.29|T39.4X5A
995.29|T39.8X5A
995.29|T39.95XA
995.29|T40.0X5A
995.29|T40.1X5A
995.29|T40.2X5A
995.29|T40.3X5A
995.29|T40.4X5A
995.29|T40.5X5A
995.29|T40.605A
995.29|T40.695A
995.29|T40.7X5A
995.29|T40.8X5A
995.29|T40.905A
995.29|T40.995A
995.29|T41.5X5A
995.29|T42.0X5A
995.29|T42.1X5A
995.29|T42.2X5A
995.29|T42.3X5A
995.29|T42.4X5A
995.29|T42.5X5A
995.29|T42.6X5A
995.29|T42.75XA
995.29|T42.8X5A
995.29|T43.015A
995.29|T43.025A
995.29|T43.1X5A
995.29|T43.205A
995.29|T43.215A
995.29|T43.225A
995.29|T43.295A
995.29|T43.3X5A
995.29|T43.4X5A
995.29|T43.505A
995.29|T43.595A
995.29|T43.605A
995.29|T43.615A
995.29|T43.625A
995.29|T43.635A
995.29|T43.695A
995.29|T43.8X5A
995.29|T43.95XA
995.29|T44.0X5A
995.29|T44.1X5A
995.29|T44.2X5A
995.29|T44.3X5A
995.29|T44.4X5A
995.29|T44.5X5A
995.29|T44.6X5A
995.29|T44.7X5A
995.29|T44.8X5A
995.29|T44.905A
995.29|T45.0X5A
995.29|T45.1X5A
995.29|T45.2X5A
995.29|T45.3X5A
995.29|T45.4X5A
995.29|T45.515A
995.29|T45.525A
995.29|T45.605A
995.29|T45.615A
995.29|T45.625A
995.29|T45.695A
995.29|T45.7X5A
995.29|T45.8X5A
995.29|T45.95XA
995.29|T46.0X5A
995.29|T46.1X5A
995.29|T46.2X5A
995.29|T46.3X5A
995.29|T46.4X5A
995.29|T46.5X5A
995.29|T46.6X5A
995.29|T46.7X5A
995.29|T46.8X5A
995.29|T46.905A
995.29|T46.995A
995.29|T47.0X5A
995.29|T47.1X5A
995.29|T47.2X5A
995.29|T47.3X5A
995.29|T47.4X5A
995.29|T47.5X5A
995.29|T47.6X5A
995.29|T47.7X5A
995.29|T47.8X5A
995.29|T47.95XA
995.29|T48.0X5A
995.29|T48.1X5A
995.29|T48.205A
995.29|T48.295A
995.29|T48.3X5A
995.29|T48.4X5A
995.29|T48.5X5A
995.29|T48.6X5A
995.29|T48.905A
995.29|T48.995A
995.29|T49.0X5A
995.29|T49.1X5A
995.29|T49.2X5A
995.29|T49.3X5A
995.29|T49.4X5A
995.29|T49.5X5A
995.29|T49.6X5A
995.29|T49.7X5A
995.29|T49.8X5A
995.29|T49.95XA
995.29|T50.0X5A
995.29|T50.1X5A
995.29|T50.2X5A
995.29|T50.3X5A
995.29|T50.4X5A
995.29|T50.5X5A
995.29|T50.6X5A
995.29|T50.7X5A
995.29|T50.8X5A
995.29|T50.995A
995.29|T50.A15A
995.29|T50.A25A
995.29|T50.A95A
995.29|T50.B15A
995.29|T50.B95A
995.29|T50.Z15A
995.29|T50.Z95A
995.3|T78.40XA
995.4|T88.2XXA
995.50|T74.92XA
995.50|T76.92XA
995.51|T74.32XA
995.51|T76.32XA
995.52|T74.02XA
995.52|T76.02XA
995.53|T74.22XA
995.53|T76.22XA
995.54|T74.12XA
995.54|T76.12XA
995.55|T74.4XXA
995.59|T74.92XA
995.59|T76.92XA
995.60|T78.00XA
995.61|T78.01XA
995.62|T78.02XA
995.63|T78.04XA
995.64|T78.05XA
995.65|T78.03XA
995.66|T78.06XA
995.67|T78.07XA
995.68|T78.08XA
995.69|T78.09XA
995.7|T78.1XXA
995.80|T74.91XA
995.80|T76.91XA
995.81|T74.11XA
995.81|T76.11XA
995.82|T74.31XA
995.82|T76.31XA
995.83|T74.21XA
995.83|T76.21XA
995.84|T74.01XA
995.84|T76.01XA
995.85|T74.91XA
995.85|T76.91XA
995.86|T88.3XXA
995.89|T88.51XA
995.90|R65.10
995.91|A41.9
995.92|R65.20
995.93|R65.10
995.94|R65.11
996.00|T82.519A
996.00|T82.529A
996.00|T82.539A
996.00|T82.599A
996.01|T82.110A
996.01|T82.111A
996.01|T82.120A
996.01|T82.121A
996.01|T82.190A
996.01|T82.191A
996.02|T82.01XA
996.02|T82.02XA
996.02|T82.03XA
996.02|T82.09XA
996.03|T82.211A
996.03|T82.212A
996.03|T82.213A
996.03|T82.218A
996.04|T82.110A
996.04|T82.111A
996.04|T82.120A
996.04|T82.121A
996.04|T82.190A
996.04|T82.191A
996.09|T82.221A
996.09|T82.222A
996.09|T82.223A
996.09|T82.228A
996.09|T82.518A
996.09|T82.528A
996.09|T82.538A
996.09|T82.598A
996.1|T82.390A
996.1|T82.391A
996.1|T82.392A
996.1|T82.49XA
996.1|T82.590A
996.1|T82.591A
996.1|T82.593A
996.1|T82.595A
996.1|T82.598A
996.2|T85.09XA
996.2|T85.190A
996.2|T85.192A
996.2|T85.199A
996.30|T83.498A
996.31|T83.098A
996.32|T83.39XA
996.39|T83.090A
996.39|T83.198A
996.39|T83.29XA
996.39|T83.498A
996.40|T84.498A
996.41|T84.039A
996.42|T84.029A
996.43|T84.019A
996.44|T84.049A
996.45|T84.059A
996.46|T84.069A
996.47|T84.099A
996.49|T84.119A
996.49|T84.129A
996.49|T84.199A
996.49|T84.498A
