ICD9|ICD10
378.11|H50.111
378.11|H50.112
378.12|H50.121
378.12|H50.122
378.13|H50.131
378.13|H50.132
378.14|H50.141
378.14|H50.142
378.15|H50.15
378.16|H50.16
378.17|H50.17
378.18|H50.18
378.20|H50.30
378.21|H50.311
378.21|H50.312
378.22|H50.32
378.23|H50.331
378.23|H50.332
378.24|H50.34
378.30|H50.40
378.31|H50.21
378.31|H50.22
378.32|H50.21
378.32|H50.22
378.33|H50.411
378.33|H50.412
378.34|H50.42
378.35|H50.43
378.40|H50.50
378.41|H50.51
378.42|H50.52
378.43|H50.53
378.44|H50.54
378.45|H50.55
378.50|H49.889
378.51|H49.00
378.52|H49.00
378.53|H49.10
378.54|H49.20
378.55|H49.40
378.56|H49.30
378.60|H50.60
378.61|H50.611
378.61|H50.612
378.62|H50.69
378.63|H50.69
378.71|H50.811
378.71|H50.812
378.72|H50.89
378.73|H50.89
378.81|H51.0
378.82|H51.0
378.83|H51.11
378.84|H51.12
378.85|H51.8
378.86|H51.20
378.87|H51.8
378.9|H51.9
379.00|H15.009
379.00|H15.109
379.01|H15.119
379.02|H15.129
379.03|H15.019
379.04|H15.059
379.05|H15.049
379.06|H15.029
379.07|H15.039
379.09|H15.099
379.11|H15.849
379.12|H15.839
379.13|H15.819
379.14|H15.829
379.15|H15.859
379.16|H15.89
379.19|H15.89
379.21|H43.819
379.22|H43.23
379.23|H43.13
379.24|H43.399
379.25|H43.319
379.26|H43.03
379.27|H43.829
379.29|H43.89
379.31|H27.03
379.32|H27.119
379.33|H27.129
379.34|H27.139
379.39|H27.8
379.40|H57.00
379.41|H57.02
379.42|H57.03
379.43|H57.04
379.45|H57.01
379.46|H57.059
379.49|H57.09
379.50|H55.00
379.51|H55.01
379.52|H55.02
379.53|H55.03
379.54|H55.09
379.55|H55.04
379.56|H55.09
379.57|H55.81
379.58|H55.89
379.59|H55.89
379.60|H59.40
379.61|H59.41
379.62|H59.42
379.63|H59.43
379.8|H57.8
379.90|H57.9
379.91|H57.13
379.92|H57.8
379.93|H57.8
379.99|H57.8
380.00|H61.009
380.01|H61.019
380.02|H61.029
380.03|H61.039
380.10|H60.00
380.10|H60.10
380.10|H60.319
380.10|H60.329
380.10|H60.399
380.11|H61.93
380.12|H60.339
380.13|H62.40
380.14|H60.20
380.15|H62.8X1
380.16|H60.399
380.21|H60.40
380.22|H60.509
380.22|H60.519
380.22|H60.529
380.22|H60.539
380.22|H60.549
380.22|H60.559
380.22|H60.599
380.23|H60.60
380.23|H60.8X1
380.23|H60.90
380.30|H61.109
380.31|H61.129
380.32|H61.119
380.39|H61.199
380.4|H61.23
380.50|H61.309
380.50|H61.399
380.51|H61.319
380.52|H61.399
380.53|H61.329
380.81|H61.819
380.89|H61.899
380.9|H61.93
381.00|H65.199
381.01|H65.00
381.02|H65.119
381.03|H65.119
381.04|H65.119
381.05|H65.119
381.06|H65.119
381.10|H65.20
381.19|H65.20
381.20|H65.30
381.29|H65.30
381.3|H65.499
381.4|H65.90
381.50|H68.009
381.51|H68.019
381.52|H68.029
381.60|H68.109
381.61|H68.119
381.62|H68.129
381.63|H68.139
381.7|H69.00
381.81|H69.80
381.89|H69.80
381.9|H69.90
382.00|H66.009
382.01|H66.019
382.02|H67.9
382.1|H66.13
382.2|H66.23
382.3|H66.3X9
382.4|H66.40
382.9|H66.90
383.00|H70.009
383.01|H70.019
383.02|H70.099
383.1|H70.10
383.20|H70.209
383.21|H70.219
383.22|H70.229
383.30|H95.199
383.31|H95.139
383.32|H95.03
383.33|H95.129
383.81|H70.819
383.89|H70.899
383.9|H70.90
384.00|H73.009
384.01|H73.019
384.09|H73.099
384.1|H73.10
384.20|H72.90
384.21|H72.00
384.22|H72.10
384.23|H72.2X9
384.24|H72.819
384.25|H72.829
384.81|H73.819
384.82|H73.829
384.9|H73.93
385.00|H74.09
385.01|H74.09
385.02|H74.09
385.03|H74.09
385.09|H74.09
385.10|H74.19
385.11|H74.19
385.12|H74.19
385.13|H74.19
385.19|H74.19
385.21|H74.319
385.22|H74.319
385.23|H74.20
385.23|H74.399
385.24|H74.329
385.30|H71.93
385.31|H71.03
385.32|H71.13
385.32|H74.40
385.33|H71.23
385.35|H71.33
385.82|H74.8X9
385.83|H74.8X9
385.89|H74.8X9
385.9|H74.90
386.00|H81.09
386.01|H81.09
386.02|H81.09
386.03|H81.09
386.04|H81.09
386.10|H81.399
386.11|H81.13
386.12|H81.23
386.19|H81.319
386.2|H81.49
386.30|H83.09
386.31|H83.09
386.32|H83.09
386.33|H83.09
386.34|H83.09
386.35|H83.09
386.40|H83.19
386.41|H83.19
386.42|H83.19
386.43|H83.19
386.48|H83.19
386.50|H83.2X9
386.51|H83.2X9
386.52|H83.2X9
386.53|H83.2X9
386.54|H83.2X9
386.55|H83.2X9
386.56|H83.2X9
386.58|H83.2X9
386.8|H81.8X9
386.8|H82.9
386.8|H83.8X9
386.9|H81.93
386.9|H83.93
387.0|H80.03
387.1|H80.13
387.2|H80.23
387.8|H80.83
387.9|H80.93
388.00|H93.099
388.01|H91.13
388.02|H93.019
388.10|H83.3X9
388.11|H91.8X9
388.12|H83.3X9
388.2|H91.23
388.30|H93.19
388.31|H93.19
388.32|H93.19
388.40|H93.249
388.40|H93.299
388.41|H93.229
388.42|H93.239
388.43|H93.299
388.44|H93.219
388.45|H93.299
388.5|H93.3X9
388.60|H92.10
388.61|G96.0
388.69|H92.20
388.70|H92.09
388.71|H92.09
388.72|H92.09
388.8|H93.8X9
388.9|H93.93
389.00|H90.2
389.01|H90.2
389.02|H90.2
389.03|H90.2
389.04|H90.2
389.05|H90.11
389.05|H90.12
389.06|H90.0
389.08|H90.2
389.10|H90.5
389.11|H90.3
389.12|H90.3
389.13|H90.41
389.13|H90.42
389.14|H90.5
389.15|H90.41
389.15|H90.42
389.16|H90.5
389.17|H90.41
389.17|H90.42
389.18|H90.3
389.20|H90.8
389.21|H90.71
389.21|H90.72
389.22|H90.6
389.7|H91.3
389.8|H91.8X9
389.9|H91.90
390|I00
391.0|I01.0
391.1|I01.1
391.2|I01.2
391.8|I01.8
391.9|I01.9
392.0|I02.0
392.9|I02.9
393|I09.2
394.0|I05.0
394.1|I05.1
394.2|I05.2
394.9|I05.8
395.0|I06.0
395.1|I06.1
395.2|I06.2
395.9|I06.8
395.9|I06.9
396.0|I08.0
396.1|I08.0
396.2|I08.0
396.3|I08.0
396.8|I08.8
396.9|I08.9
397.0|I07.1
397.0|I07.2
397.0|I07.8
397.1|I09.89
397.9|I09.1
398.0|I09.0
398.90|I09.9
398.91|I09.81
398.99|I09.89
401.0|I10
401.1|I10
401.9|I10
402.00|I11.9
402.01|I11.0
402.10|I11.9
402.11|I11.0
402.90|I11.9
402.91|I11.0
403.00|I12.9
403.01|I12.0
403.10|I12.9
403.11|I12.0
403.90|I12.9
403.91|I12.0
404.00|I13.10
404.01|I13.0
404.02|I13.11
404.03|I13.2
404.10|I13.10
404.11|I13.0
404.12|I13.11
404.13|I13.2
404.90|I13.10
404.91|I13.0
404.92|I13.11
404.93|I13.2
405.01|I15.0
405.09|I15.8
405.11|I15.0
405.19|I15.8
405.91|I15.0
405.99|I15.8
410.00|I21.09
410.01|I21.09
410.02|I21.09
410.10|I21.09
410.11|I21.09
410.12|I21.09
410.20|I21.19
410.21|I21.19
410.22|I21.19
410.30|I21.11
410.31|I21.11
410.32|I21.11
410.40|I21.19
410.41|I21.19
410.42|I21.19
410.50|I21.29
410.51|I21.29
410.52|I21.29
410.60|I21.29
410.61|I21.29
410.62|I21.29
410.70|I21.4
410.71|I21.4
410.72|I21.4
410.80|I21.29
410.81|I21.29
410.82|I21.29
410.90|I21.3
410.91|I21.3
410.92|I21.3
411.0|I24.1
411.1|I20.0
411.81|I24.0
411.89|I24.8
412|I25.2
413.0|I20.8
413.1|I20.1
413.9|I20.8
413.9|I20.9
414.00|I25.10
414.01|I25.10
414.02|I25.810
414.03|I25.810
414.04|I25.810
414.05|I25.810
414.06|I25.811
414.07|I25.812
414.10|I25.3
414.11|I25.41
414.12|I25.42
414.19|I25.3
414.2|I25.82
414.3|I25.83
414.4|I25.84
414.8|I25.5
414.8|I25.89
414.8|I25.9
414.9|I25.9
415.0|I26.09
415.11|I26.90
415.11|I26.99
415.11|T80.0XXA
415.11|T81.718A
415.11|T81.72XA
415.11|T82.817A
415.11|T82.818A
415.12|I26.90
415.13|I26.92
415.19|I26.99
416.0|I27.0
416.1|I27.1
416.2|I27.82
416.8|I27.2
416.8|I27.89
416.9|I27.81
416.9|I27.9
417.0|I28.0
417.1|I28.1
417.8|I28.8
417.9|I28.9
420.0|I32
420.90|I30.9
420.91|I30.0
420.99|I30.8
421.0|I33.0
421.1|I39
421.9|I33.9
422.0|I41
422.90|I40.9
422.91|I40.0
422.91|I40.1
422.92|I40.0
422.93|I40.8
422.99|I40.8
423.0|I31.2
423.1|I31.0
423.2|I31.1
423.3|I31.4
423.8|I31.8
423.9|I31.9
424.0|I34.0
424.0|I34.8
424.1|I35.0
424.1|I35.1
424.1|I35.2
424.1|I35.8
424.1|I35.9
424.2|I36.0
424.2|I36.8
424.3|I37.0
424.3|I37.8
424.90|I38
424.91|I39
424.99|I38
425.0|I42.3
425.11|I42.1
425.18|I42.2
425.2|I42.8
425.3|I42.4
425.4|I42.5
425.4|I42.8
425.5|I42.6
425.7|I43
425.8|I43
425.9|I42.7
426.0|I44.2
426.10|I44.30
426.11|I44.0
426.12|I44.1
426.13|I44.1
426.2|I44.4
426.2|I44.5
426.2|I44.60
426.2|I44.69
426.3|I44.7
426.4|I45.10
426.50|I44.30
426.50|I44.39
426.50|I45.4
426.51|I45.2
426.52|I45.2
426.53|I45.2
426.54|I45.3
426.6|I45.5
426.7|I45.6
426.81|I45.6
426.82|I45.81
426.89|I45.89
426.9|I45.9
427.0|I47.1
427.1|I47.2
427.2|I47.9
427.31|I48.91
427.32|I48.92
427.41|I49.01
427.42|I49.02
427.5|I46.9
427.60|I49.40
427.61|I49.1
427.69|I49.3
427.69|I49.49
427.81|I49.5
427.81|R00.1
427.89|I49.8
427.89|R00.1
427.9|I49.9
428.0|I50.9
428.1|I50.1
428.20|I50.20
428.21|I50.21
428.22|I50.22
428.23|I50.23
428.30|I50.30
428.31|I50.31
428.32|I50.32
428.33|I50.33
428.40|I50.40
428.41|I50.41
428.42|I50.42
428.43|I50.43
428.9|I50.9
429.0|I51.4
429.1|I51.5
429.2|I25.10
429.3|I51.7
429.4|I97.0
429.4|I97.110
429.4|I97.130
429.4|I97.190
429.5|I51.1
429.6|I51.2
429.71|I51.0
429.79|I23.0
429.81|I51.89
429.82|I51.89
429.83|I51.81
429.89|I51.89
429.9|I51.9
430|I60.9
431|I61.9
432.0|I62.1
432.1|I62.00
432.9|I62.9
433.00|I65.1
433.01|I63.22
433.10|I65.29
433.11|I63.139
433.11|I63.239
433.20|I65.09
433.21|I63.019
433.21|I63.119
433.21|I63.219
433.30|I65.8
433.31|I63.59
433.80|I65.8
433.81|I63.59
433.90|I65.9
433.91|I63.20
434.00|I66.09
434.00|I66.19
434.00|I66.29
434.01|I63.30
434.10|I66.09
434.10|I66.19
434.10|I66.29
434.10|I66.9
434.11|I63.40
434.90|I66.9
434.91|I63.50
435.0|G45.0
435.1|G45.0
435.2|G45.8
435.3|G45.0
435.8|G45.1
435.8|G45.8
435.9|G45.9
435.9|I67.848
436|I67.89
437.0|I67.2
437.1|I67.81
437.1|I67.82
437.1|I67.89
437.2|I67.4
437.3|I67.1
437.4|I67.7
437.5|I67.5
437.6|I67.6
437.7|G45.4
437.8|I67.89
437.9|I67.9
438.0|I69.91
438.10|I69.928
438.11|I69.920
438.12|I69.921
438.13|I69.922
438.14|I69.923
438.19|I69.928
438.20|I69.959
438.21|I69.951
438.21|I69.952
438.22|I69.953
438.22|I69.954
438.30|I69.939
438.31|I69.931
438.31|I69.932
438.32|I69.933
438.32|I69.934
438.40|I69.949
438.41|I69.941
438.41|I69.942
438.42|I69.943
438.42|I69.944
438.50|I69.969
438.51|I69.961
438.51|I69.962
438.52|I69.963
438.52|I69.964
438.53|I69.965
438.6|I69.998
438.7|I69.998
438.81|I69.990
438.82|I69.991
438.83|I69.992
438.84|I69.993
438.85|I69.998
438.89|I69.898
438.89|I69.998
438.9|I69.90
440.0|I70.0
440.1|I70.1
440.20|I70.209
440.21|I70.219
440.22|I70.229
440.23|I70.25
440.24|I70.269
440.29|I70.299
440.30|I70.399
440.31|I70.499
440.32|I70.599
440.4|I70.92
440.8|I70.8
440.9|I70.90
440.9|I70.91
441.00|I71.00
441.01|I71.01
441.02|I71.02
441.03|I71.03
441.1|I71.1
441.2|I71.2
441.3|I71.3
441.4|I71.4
441.5|I71.8
441.6|I71.5
441.7|I71.6
441.9|I71.9
442.0|I72.1
442.1|I72.2
442.2|I72.3
442.3|I72.4
442.81|I72.0
442.82|I72.8
442.83|I72.8
442.84|I72.8
442.89|I72.8
442.9|I72.9
443.0|I73.00
443.1|I73.1
443.21|I77.71
443.22|I77.72
443.23|I77.73
443.24|I77.74
443.29|I77.79
443.81|I79.8
443.82|I73.81
443.89|I73.89
443.9|I73.9
444.01|I74.01
444.09|I74.09
444.1|I74.11
444.21|I74.2
444.22|I74.3
444.81|I74.5
444.89|I74.8
444.9|I74.9
445.01|I75.019
445.02|I75.029
445.81|I75.81
445.89|I75.89
446.0|M30.0
446.1|M30.3
446.20|M31.0
446.21|M31.0
446.29|M31.0
446.3|M31.2
446.4|M31.30
446.5|M31.6
446.6|M31.1
446.7|M31.4
447.0|I77.0
447.1|I77.1
447.2|I77.2
447.3|I77.3
447.4|I77.4
447.5|I77.5
447.6|I77.6
447.70|I77.819
447.71|I77.810
447.72|I77.811
447.73|I77.812
447.8|I77.3
447.8|I77.89
447.9|I77.9
448.0|I78.0
448.1|I78.1
448.9|I78.8
448.9|I78.9
449|I76
451.0|I80.00
451.11|I80.10
451.19|I80.209
451.2|I80.3
451.81|I80.219
451.82|I80.8
451.83|I80.8
451.84|I80.8
451.89|I80.8
451.9|I80.9
452|I81
453.0|I82.0
453.1|I82.1
453.2|I82.220
453.2|I82.221
453.3|I82.3
453.40|I82.409
453.41|I82.419
453.41|I82.429
453.41|I82.439
453.41|I82.4Y9
453.42|I82.449
453.42|I82.499
453.42|I82.4Z9
453.50|I82.509
453.50|I82.599
453.51|I82.519
453.51|I82.529
453.51|I82.539
453.51|I82.5Y9
453.52|I82.549
453.52|I82.5Z9
453.6|I82.819
453.71|I82.719
453.72|I82.729
453.73|I82.709
453.74|I82.A29
453.75|I82.B29
453.76|I82.C29
453.77|I82.291
453.79|I82.891
453.81|I82.619
453.82|I82.629
453.83|I82.609
453.84|I82.A19
453.85|I82.B19
453.86|I82.C19
453.87|I82.290
453.89|I82.890
453.9|I82.91
454.0|I83.009
454.0|I83.019
454.0|I83.029
454.1|I83.10
454.2|I83.209
454.8|I83.899
454.9|I83.90
455.0|K64.8
455.1|K64.8
455.2|K64.8
455.3|K64.4
455.4|K64.5
455.5|K64.4
455.6|K64.9
455.7|K64.5
455.8|K64.8
455.9|K64.4
456.0|I85.01
456.1|I85.00
456.20|I85.11
456.21|I85.10
456.3|I86.0
456.4|I86.1
456.5|I86.2
456.6|I86.3
456.8|I86.8
457.0|I97.2
457.1|I89.0
457.2|I89.1
457.8|I89.8
457.9|I89.9
458.0|I95.1
458.1|I95.89
458.21|I95.3
458.29|I95.2
458.29|I95.81
458.8|I95.89
458.9|I95.9
459.0|R58
459.10|I87.009
459.11|I87.019
459.12|I87.029
459.13|I87.039
459.19|I87.099
459.2|I87.1
459.30|I87.309
459.31|I87.319
459.32|I87.329
459.33|I87.339
459.39|I87.399
459.81|I87.2
459.89|I99.8
459.9|I99.9
460|J00
461.0|J01.00
461.1|J01.10
461.2|J01.20
461.3|J01.30
461.8|J01.40
461.9|J01.90
462|J02.9
463|J03.90
464.00|J04.0
464.01|J05.0
464.10|J04.10
464.11|J04.11
464.20|J04.2
464.21|J05.0
464.30|J05.10
464.31|J05.11
464.4|J05.0
464.50|J04.30
464.51|J04.31
465.0|J06.0
465.8|J06.9
465.9|J06.9
466.0|J20.9
466.11|J21.0
466.19|J21.8
470|J34.2
471.0|J33.0
471.1|J33.1
471.8|J33.8
471.9|J33.9
472.0|J31.0
472.1|J31.2
472.2|J31.1
473.0|J32.0
473.1|J32.1
473.2|J32.2
473.3|J32.3
473.8|J32.4
473.8|J32.8
473.9|J32.9
474.00|J35.01
474.01|J35.02
474.02|J35.03
474.10|J35.3
474.11|J35.1
474.12|J35.2
474.2|J35.8
474.8|J35.8
474.9|J35.9
475|J36
476.0|J37.0
476.1|J37.1
477.0|J30.1
477.1|J30.5
477.2|J30.81
477.8|J30.2
477.8|J30.89
477.9|J30.0
477.9|J30.9
478.0|J34.3
478.11|J34.81
478.19|J34.0
478.19|J34.1
478.19|J34.89
478.20|J39.2
478.21|J39.1
478.22|J39.0
478.24|J39.0
478.25|J39.2
478.26|J39.2
478.29|J39.2
478.30|J38.00
478.31|J38.01
478.32|J38.01
478.33|J38.02
478.34|J38.02
478.4|J38.1
478.5|J38.3
478.6|J38.4
478.70|J38.7
478.71|J38.7
478.74|J38.6
478.75|J38.5
478.79|J38.7
478.8|J39.3
478.9|J39.8
478.9|J39.9
480.0|J12.0
480.1|J12.1
480.2|J12.2
480.3|J12.81
480.8|J12.89
480.9|J12.9
481|J13
481|J18.1
482.0|J15.0
482.1|J15.1
482.2|J14
482.30|J15.4
482.31|J15.4
482.32|J15.3
482.39|J15.4
482.40|J15.20
482.41|J15.211
482.42|J15.212
482.49|J15.29
482.81|J15.8
482.82|J15.5
482.83|J15.6
482.84|A48.1
482.89|J15.8
482.9|J15.9
483.0|J15.7
483.1|J16.0
483.8|J16.8
484.1|B25.0
484.3|A37.91
484.5|A22.1
484.6|B44.0
484.7|J17
484.8|J17
485|J18.0
486|J18.9
487.0|J11.00
487.0|J12.9
487.1|J10.1
487.1|J11.1
487.8|J11.2
487.8|J11.81
487.8|J11.89
488.01|J09.X1
488.02|J09.X2
488.09|J09.X3
488.09|J09.X9
488.11|J10.08
488.12|J10.1
488.19|J09.X9
488.81|J09.X1
488.82|J09.X2
488.89|J09.X3
488.89|J09.X9
490|J40
491.0|J41.0
491.1|J41.1
491.20|J44.9
491.21|J44.1
491.22|J44.0
491.8|J41.8
491.9|J42
492.0|J43.9
492.8|J43.9
493.00|J45.20
493.01|J45.22
493.02|J45.21
493.10|J45.20
493.11|J45.22
493.12|J45.21
493.20|J44.9
493.21|J44.0
493.22|J44.1
493.81|J45.990
493.82|J45.991
493.90|J45.909
493.90|J45.998
493.91|J45.902
493.92|J45.901
494.0|J47.9
494.1|J47.1
495.0|J67.0
495.1|J67.1
495.2|J67.2
495.3|J67.3
495.4|J67.4
495.5|J67.5
495.6|J67.6
495.7|J67.7
495.8|J67.8
495.9|J67.9
496|J44.9
500|J60
501|J61
502|J62.8
503|J63.0
503|J63.1
503|J63.2
503|J63.3
503|J63.4
503|J63.5
503|J63.6
504|J66.0
504|J66.1
504|J66.2
504|J66.8
505|J64
506.0|J68.0
506.1|J68.1
506.2|J68.2
506.3|J68.3
506.4|J68.4
506.9|J68.9
507.0|J69.0
507.1|J69.1
507.8|J69.8
508.0|J70.0
508.1|J70.1
508.2|J70.5
508.8|J70.8
508.9|J70.9
510.0|J86.0
510.9|J86.9
511.0|J86.9
511.0|J94.1
511.0|J94.8
511.0|J94.9
511.0|R09.1
511.1|J90
511.1|J94.2
511.81|J91.0
511.89|J90
511.89|J94.2
511.89|J94.8
511.9|J91.8
512.0|J93.0
512.1|J95.811
512.2|J95.812
512.81|J93.11
512.82|J93.12
512.83|J93.81
512.84|J93.82
512.89|J93.83
512.89|J93.9
513.0|J85.0
513.0|J85.1
513.0|J85.2
513.1|J85.3
514|J18.2
514|J81.1
515|J84.10
515|J84.89
516.0|J84.01
516.1|J84.03
516.2|J84.02
516.30|J84.111
516.31|J84.112
516.32|J84.113
516.33|J84.114
516.34|J84.115
516.35|J84.2
516.36|J84.116
516.37|J84.117
516.4|J84.81
516.5|J84.82
516.61|J84.841
516.62|J84.842
516.63|J84.83
516.64|J84.843
516.69|J84.848
516.8|J84.09
516.9|J84.9
517.1|J17
517.2|M34.81
517.3|J99
517.8|J99
518.0|J98.11
518.0|J98.19
518.1|J98.2
518.2|J98.3
518.3|J82
518.4|J81.0
518.51|J95.821
518.51|J96.00
518.52|J95.1
518.52|J95.2
518.52|J95.3
518.53|J95.822
518.53|J96.20
518.6|B44.81
518.7|J95.84
518.81|J96.00
518.81|J96.90
518.82|J80
518.83|J96.10
518.84|J96.20
518.89|J98.4
519.00|J95.00
519.01|J95.02
519.02|J95.03
519.09|J95.01
519.09|J95.03
519.09|J95.04
519.09|J95.09
519.11|J98.01
519.19|J39.8
519.19|J98.09
519.2|J98.5
519.3|J98.5
519.4|J98.6
519.8|J98.8
519.9|J98.9
520.0|K00.0
520.1|K00.1
520.2|K00.2
520.3|K00.3
520.4|K00.4
520.5|K00.5
520.6|K00.6
520.6|K01.0
520.6|K01.1
520.7|K00.7
520.8|K00.8
520.9|K00.9
521.00|K02.9
521.01|K02.61
521.02|K02.62
521.03|K02.63
521.04|K02.3
521.05|K03.89
521.06|K02.51
521.07|K02.61
521.07|K02.62
521.07|K02.63
521.08|K02.7
521.09|K02.9
521.10|K03.0
521.11|K03.0
521.12|K03.0
521.13|K03.0
521.14|K03.0
521.15|K03.0
521.20|K03.1
521.21|K03.1
521.22|K03.1
521.23|K03.1
521.24|K03.1
521.25|K03.1
521.30|K03.2
521.31|K03.2
521.32|K03.2
521.33|K03.2
521.34|K03.2
521.35|K03.2
521.40|K03.3
521.41|K03.3
521.42|K03.3
521.49|K03.3
521.5|K03.4
521.6|K03.5
521.7|K03.7
521.81|K03.81
521.89|K03.89
521.9|K03.9
522.0|K04.0
522.1|K04.1
522.2|K04.2
522.3|K04.3
522.4|K04.4
522.5|K04.7
522.6|K04.5
522.7|K04.6
522.8|K04.8
522.9|K04.90
522.9|K04.99
523.00|K05.00
523.01|K05.01
523.10|K05.10
523.11|K05.11
523.20|K06.0
523.21|K06.0
523.22|K06.0
523.23|K06.0
523.24|K06.0
523.25|K06.0
523.30|K05.20
523.31|K05.21
523.32|K05.22
523.33|K05.20
523.40|K05.30
523.41|K05.31
523.42|K05.32
523.5|K05.4
523.6|K03.6
523.8|K05.5
523.8|K06.1
523.8|K06.2
523.9|K05.6
524.00|M26.00
524.01|M26.01
524.02|M26.03
524.03|M26.02
524.04|M26.04
524.05|M26.05
524.06|M26.06
524.07|M26.07
524.09|M26.09
524.10|M26.10
524.11|M26.11
524.12|M26.12
524.19|M26.19
524.20|M26.20
524.21|M26.211
524.22|M26.212
524.23|M26.213
524.24|M26.220
524.25|M26.221
524.26|M26.23
524.27|M26.24
524.28|M26.25
524.29|M26.29
524.30|M26.30
524.31|M26.31
524.32|M26.32
524.33|M26.33
524.34|M26.34
524.35|M26.35
524.36|M26.36
524.37|M26.37
524.39|M26.39
524.4|M26.4
524.50|M26.50
524.51|M26.51
524.52|M26.52
524.53|M26.53
524.54|M26.54
524.55|M26.55
524.56|M26.56
524.57|M26.57
524.59|M26.59
524.60|M26.60
524.60|M26.69
524.61|M26.61
524.62|M26.62
524.63|M26.63
524.64|M26.69
524.69|M26.69
524.70|M26.70
524.71|M26.71
524.72|M26.72
524.73|M26.73
524.74|M26.74
524.75|M26.79
524.76|M26.79
524.79|M26.79
524.81|M26.81
524.82|M26.82
524.89|M26.4
524.89|M26.89
524.9|M26.9
525.0|K08.0
525.10|K08.109
525.11|K08.419
525.12|K08.429
525.13|K08.439
525.19|K08.499
525.20|K08.20
525.21|K08.21
525.22|K08.22
525.23|K08.23
525.24|K08.24
525.25|K08.25
525.26|K08.26
525.3|K08.3
525.40|K08.109
525.41|K08.101
525.42|K08.102
525.43|K08.103
525.44|K08.104
525.50|K08.409
525.51|K08.401
525.52|K08.402
525.53|K08.403
525.54|K08.404
525.60|K08.50
525.61|K08.51
525.62|K08.52
525.63|K08.530
525.64|K08.531
525.65|K08.54
525.66|K08.55
525.67|K08.56
525.69|K08.59
525.71|M27.61
525.72|M27.62
525.73|M27.63
525.79|M27.69
525.8|K08.8
525.8|M26.79
525.9|K08.9
526.0|K09.0
526.1|K09.1
526.2|M27.49
526.3|M27.1
526.4|M27.2
526.5|M27.3
526.61|M27.51
526.62|M27.52
526.63|M27.53
526.69|M27.59
526.81|M27.8
526.89|M27.8
526.9|M27.9
527.0|K11.0
527.1|K11.1
527.2|K11.20
527.3|K11.3
527.4|K11.4
527.5|K11.5
527.6|K11.6
527.7|K11.7
527.7|R68.2
527.8|K11.8
527.9|K11.9
528.00|K12.2
528.00|K12.30
528.01|K12.31
528.01|K12.33
528.02|K12.32
528.09|K12.1
528.09|K12.39
528.1|A69.0
528.2|K12.0
528.3|K12.2
528.4|K09.8
528.5|K13.0
528.6|K13.21
528.71|K13.22
528.72|K13.23
528.79|K13.29
528.8|K13.5
528.9|K13.70
528.9|K13.79
529.0|K14.0
529.1|K14.1
529.2|K14.2
529.3|K14.3
529.4|K14.4
529.5|K14.5
529.6|K14.6
529.8|K14.8
529.9|K14.9
530.0|K22.0
530.10|K20.9
530.11|K21.0
530.12|K20.9
530.13|K20.0
530.19|K20.8
530.20|K22.10
530.21|K22.11
530.3|K22.2
530.4|K22.3
530.5|K22.4
530.6|K22.5
530.7|K22.6
530.81|K21.9
530.82|K22.8
530.83|K22.8
530.84|J86.0
530.85|K22.70
530.86|K94.32
530.87|K94.33
530.89|K22.8
530.9|K22.9
531.00|K25.0
531.01|K25.0
531.10|K25.1
531.11|K25.1
531.20|K25.2
531.21|K25.2
531.30|K25.3
531.31|K25.3
531.40|K25.4
531.41|K25.4
531.50|K25.5
531.51|K25.5
531.60|K25.6
531.61|K25.6
531.70|K25.7
531.71|K25.7
531.90|K25.9
531.91|K25.9
532.00|K26.0
532.01|K26.0
532.10|K26.1
532.11|K26.1
532.20|K26.2
532.21|K26.2
532.30|K26.3
532.31|K26.3
532.40|K26.4
532.41|K26.4
532.50|K26.5
532.51|K26.5
532.60|K26.6
532.61|K26.6
532.70|K26.7
532.71|K26.7
532.90|K26.9
532.91|K26.9
533.00|K27.0
533.01|K27.0
533.10|K27.1
533.11|K27.1
533.20|K27.2
533.21|K27.2
533.30|K27.3
533.31|K27.3
533.40|K27.4
533.41|K27.4
533.50|K27.5
533.51|K27.5
533.60|K27.6
533.61|K27.6
533.70|K27.7
533.71|K27.7
533.90|K27.9
533.91|K27.9
534.00|K28.0
534.01|K28.0
534.10|K28.1
534.11|K28.1
534.20|K28.2
534.21|K28.2
534.30|K28.3
534.31|K28.3
534.40|K28.4
534.41|K28.4
534.50|K28.5
534.51|K28.5
534.60|K28.6
534.61|K28.6
534.70|K28.7
534.71|K28.7
534.90|K28.9
534.91|K28.9
535.00|K29.00
535.01|K29.01
535.10|K29.40
535.10|K29.50
535.11|K29.41
535.11|K29.51
535.20|K29.60
535.21|K29.61
535.30|K29.20
535.31|K29.21
535.40|K29.60
535.41|K29.61
535.50|K29.70
535.50|K29.90
535.51|K29.71
535.51|K29.91
535.60|K29.80
535.61|K29.81
535.70|K52.81
535.71|K52.81
536.0|K31.83
536.1|K31.0
536.2|R11.10
536.3|K31.84
536.40|K94.20
536.41|K94.22
536.42|K94.23
536.49|K94.29
536.8|K30
536.9|K31.89
536.9|K31.9
537.0|K31.1
537.1|K31.4
537.2|K31.5
537.3|K31.5
537.4|K31.6
537.5|K31.89
537.6|K31.2
537.81|K31.3
537.82|K31.819
537.83|K31.811
537.84|K31.82
537.89|K31.89
537.9|K31.9
538|K92.81
539.01|K95.01
539.09|K95.09
539.81|K95.81
539.89|K95.89
540.0|K35.2
